sha	iso	session	subject	src	tests	tools	docs	plans	frag	claudemd	changelog	ci	files
360441667267	2026-09-01T19:23:53+01:00	016ereZDgQSaep4kFQWHxPqP		0	35	37	0	0	30	0	0	0	4
0fd4a8670661	2026-09-01T19:23:53+01:00	016ereZDgQSaep4kFQWHxPqP		0	168	136	3	0	43	0	0	0	6
437b18e55df1	2026-09-01T18:57:37+01:00	01M79dQWiV8dhhBeH4U55Cxv		0	0	0	0	10	8	0	0	0	2
ac05e8cdd9b4	2026-09-01T18:54:27+01:00	01M79dQWiV8dhhBeH4U55Cxv		0	0	0	0	15	65	0	0	0	3
d246d5f62b9e	2026-09-01T13:11:01+01:00	01M79dQWiV8dhhBeH4U55Cxv		0	0	0	9	272	73	0	0	0	4
b83730a172b0	2026-09-01T12:57:27+01:00	01M79dQWiV8dhhBeH4U55Cxv		0	0	0	0	0	52	0	0	0	2
840891f001d9	2026-09-01T12:43:35+01:00	01M79dQWiV8dhhBeH4U55Cxv		0	0	0	0	35	97	0	0	0	4
e476bd79825d	2026-09-01T12:26:33+01:00	01M79dQWiV8dhhBeH4U55Cxv		0	0	0	0	23	81	0	0	0	6
53f27a78c486	2026-09-01T12:16:00+01:00	01M79dQWiV8dhhBeH4U55Cxv		0	0	0	0	7	0	0	0	0	1
e158c0f492b6	2026-09-01T12:14:18+01:00	01M79dQWiV8dhhBeH4U55Cxv		0	0	0	110	60	211	0	0	0	17
2d62cd197d3d	2026-09-01T07:58:19+01:00	016ereZDgQSaep4kFQWHxPqP		0	81	106	2	0	47	0	0	0	6
bc6561da2da9	2026-09-01T07:56:45+01:00	01M79dQWiV8dhhBeH4U55Cxv		0	0	0	2	13	0	0	0	0	2
37797bd122dc	2026-09-01T07:49:22+01:00	01M79dQWiV8dhhBeH4U55Cxv		0	0	0	2	2	0	0	0	0	2
b691c8171974	2026-09-01T07:43:50+01:00	01M79dQWiV8dhhBeH4U55Cxv		0	0	0	0	67	36	0	0	0	5
657da0b0ee00	2026-09-01T07:32:27+01:00	016ereZDgQSaep4kFQWHxPqP		0	25	43	0	0	38	0	0	0	4
238ce363fe96	2026-09-01T07:30:08+01:00	01M79dQWiV8dhhBeH4U55Cxv		0	0	0	7	0	0	0	0	0	2
d7ed5dabd1de	2026-09-01T00:59:47+01:00	0133n5R7YWKpiUprSEUzhGYM		0	0	0	0	0	10	0	0	0	1
b15599de9a7e	2026-09-01T00:58:26+01:00		Place the reflexive instance, and name the lesson's durable home	0	0	0	0	18	0	0	0	0	1
d35bfcccad6f	2026-09-01T00:57:55+01:00	016ereZDgQSaep4kFQWHxPqP		0	40	63	1	0	0	0	0	0	4
9eca3b06cce7	2026-09-01T00:53:18+01:00	0133n5R7YWKpiUprSEUzhGYM		0	0	24	0	0	29	0	0	0	3
9909a1c8b287	2026-09-01T00:50:41+01:00		Correct the fable-5 zeros, then correct the correction, and rule on two rows	0	0	0	23	381	0	0	0	0	6
b47eda639768	2026-09-01T00:48:57+01:00	016ereZDgQSaep4kFQWHxPqP		0	0	0	0	0	67	0	0	0	2
669daf2bb175	2026-09-01T00:40:08+01:00	0133n5R7YWKpiUprSEUzhGYM		0	52	59	0	0	17	0	0	0	4
f02c6eac8920	2026-09-01T00:33:06+01:00	0133n5R7YWKpiUprSEUzhGYM		0	49	67	0	0	28	0	0	0	4
1d5e7ace6a91	2026-09-01T00:31:16+01:00	016ereZDgQSaep4kFQWHxPqP		0	120	105	3	0	38	0	0	0	7
273b618d9419	2026-09-01T00:20:47+01:00	01M79dQWiV8dhhBeH4U55Cxv		0	0	0	46	0	0	0	0	0	2
4e37ea11808a	2026-09-01T00:13:44+01:00	0133n5R7YWKpiUprSEUzhGYM		0	65	41	0	0	14	0	0	0	4
bf004717bbcb	2026-09-01T00:09:16+01:00	01M79dQWiV8dhhBeH4U55Cxv		12	37	0	387	0	305	0	110	0	17
e6134e61cb78	2026-09-01T00:02:49+01:00	0133n5R7YWKpiUprSEUzhGYM		0	223	556	0	0	42	0	0	0	4
802d40b281f2	2026-08-31T23:47:22+01:00	01M79dQWiV8dhhBeH4U55Cxv		0	0	44	68	189	0	0	0	0	8
77a6ed8bf553	2026-08-31T23:41:11+01:00	016ereZDgQSaep4kFQWHxPqP		0	2	18	0	0	0	0	0	0	2
54c175b0e3f7	2026-08-31T23:35:21+01:00	01M79dQWiV8dhhBeH4U55Cxv		0	0	0	0	53	0	0	0	0	5
1b997d7041e2	2026-08-31T23:33:13+01:00	016ereZDgQSaep4kFQWHxPqP		0	15	173	0	0	0	0	0	0	4
4b855a7f6063	2026-08-31T23:31:54+01:00	016ereZDgQSaep4kFQWHxPqP		21	63	104	0	0	58	0	0	0	7
b26ae6064bad	2026-08-31T23:26:30+01:00	01M79dQWiV8dhhBeH4U55Cxv		0	0	0	0	56	0	9	0	0	2
e526e29ae308	2026-08-31T23:22:25+01:00	016ereZDgQSaep4kFQWHxPqP		97	127	0	0	0	42	0	0	0	5
c65af58e5959	2026-08-31T23:16:59+01:00	01M79dQWiV8dhhBeH4U55Cxv		0	0	0	0	0	0	8	0	0	1
3fcd9fd919ce	2026-08-31T23:12:54+01:00	01M79dQWiV8dhhBeH4U55Cxv		0	0	0	0	0	0	11	0	0	1
185d7cdea56a	2026-08-31T23:08:42+01:00	01M79dQWiV8dhhBeH4U55Cxv		0	0	0	8	2	0	0	0	0	2
4662c7c43c27	2026-08-31T23:02:15+01:00	016ereZDgQSaep4kFQWHxPqP		0	5	0	0	0	55	0	0	0	3
244f0b28dcb1	2026-08-31T22:56:37+01:00	016ereZDgQSaep4kFQWHxPqP		13	20	71	0	0	0	0	0	0	3
28e8cba17623	2026-08-31T22:48:15+01:00	01M79dQWiV8dhhBeH4U55Cxv		0	0	0	0	2	0	0	0	0	1
930fc3c83aab	2026-08-31T22:48:09+01:00	016ereZDgQSaep4kFQWHxPqP		58	176	0	0	0	0	0	0	0	3
cce042e38ecd	2026-08-31T22:26:50+01:00	01Paq2qyfEPUzcVQzCaLYnzR		0	0	0	0	424	0	0	0	0	1
54ad32fcbbd5	2026-08-31T22:21:24+01:00	01Paq2qyfEPUzcVQzCaLYnzR		0	0	0	2	25	0	4	0	0	4
825e49b45a9d	2026-08-31T22:11:24+01:00	01Paq2qyfEPUzcVQzCaLYnzR		0	0	0	0	23	0	0	0	0	1
54d6ffc79c10	2026-08-31T22:10:29+01:00	01Paq2qyfEPUzcVQzCaLYnzR		0	0	0	0	31	0	0	0	0	2
621f5e04a4c8	2026-08-31T22:08:55+01:00	01Paq2qyfEPUzcVQzCaLYnzR		0	0	0	2	0	0	18	0	0	2
e696e3600572	2026-08-30T16:23:41+01:00	01Paq2qyfEPUzcVQzCaLYnzR		0	0	0	0	27	0	0	0	0	1
bda45e6ce65b	2026-08-30T16:21:51+01:00	01Paq2qyfEPUzcVQzCaLYnzR		0	0	9	0	0	0	0	0	0	1
40d318f21777	2026-08-30T16:19:24+01:00	01AgfqBWvXrcNifP1bEokCyY		0	0	0	1	0	62	0	0	0	3
8bb4be09bc06	2026-08-30T16:16:46+01:00	01Paq2qyfEPUzcVQzCaLYnzR		0	0	0	1	0	0	0	0	0	1
3ba264e23552	2026-08-30T16:15:34+01:00	01AgfqBWvXrcNifP1bEokCyY		0	0	34	0	0	0	0	0	0	1
a2f5b86fd631	2026-08-30T16:14:17+01:00	01AgfqBWvXrcNifP1bEokCyY		58	77	0	0	0	0	0	0	0	4
91758c154a43	2026-08-30T16:07:25+01:00	01AgfqBWvXrcNifP1bEokCyY		0	0	0	1	0	49	0	0	0	3
6f055d575047	2026-08-30T16:04:52+01:00	01Paq2qyfEPUzcVQzCaLYnzR		0	0	0	0	37	0	0	0	0	1
87b336f7756d	2026-08-30T16:03:38+01:00	01AgfqBWvXrcNifP1bEokCyY		0	0	49	0	0	0	0	0	0	1
9c2a91b7c3a1	2026-08-30T16:02:51+01:00	01Paq2qyfEPUzcVQzCaLYnzR		0	0	0	0	50	0	0	0	0	1
576df94051d3	2026-08-30T16:02:50+01:00	01AgfqBWvXrcNifP1bEokCyY		0	109	41	0	0	0	0	0	0	2
2209014a6517	2026-08-30T15:58:27+01:00	01Paq2qyfEPUzcVQzCaLYnzR		0	0	0	13	0	0	0	0	0	2
c7b0bd90d209	2026-08-30T15:53:51+01:00	01Paq2qyfEPUzcVQzCaLYnzR		4	0	0	994	0	1077	0	196	0	34
eb54c7f8d932	2026-08-30T15:47:47+01:00	01AgfqBWvXrcNifP1bEokCyY		0	2	0	1	0	0	0	0	0	2
f54ca3be8660	2026-08-30T15:35:43+01:00	01AgfqBWvXrcNifP1bEokCyY		0	0	0	0	0	60	0	0	0	2
797ec683e312	2026-08-30T15:25:47+01:00	01AgfqBWvXrcNifP1bEokCyY		0	6	0	0	0	0	0	0	0	1
02100e01000a	2026-08-30T15:22:14+01:00	01Paq2qyfEPUzcVQzCaLYnzR		0	0	0	0	16	0	0	0	0	1
240e12175baf	2026-08-30T15:19:03+01:00	01AgfqBWvXrcNifP1bEokCyY		0	79	0	0	0	0	0	0	0	2
8ce50a60ef52	2026-08-30T15:14:47+01:00	01Paq2qyfEPUzcVQzCaLYnzR		0	0	0	0	0	0	0	14	0	1
9310ca57b437	2026-08-30T15:10:29+01:00	01Paq2qyfEPUzcVQzCaLYnzR		0	0	0	0	38	0	0	0	0	1
04f4deb7f4d7	2026-08-30T15:08:31+01:00	01Paq2qyfEPUzcVQzCaLYnzR		0	0	0	6	13	0	0	0	0	3
335cd2eaed33	2026-08-30T15:06:41+01:00	01Paq2qyfEPUzcVQzCaLYnzR		0	0	2	2	6	5	0	0	0	4
51498a660e74	2026-08-30T15:04:25+01:00	01Paq2qyfEPUzcVQzCaLYnzR		0	0	0	29	44	0	0	0	0	9
a2cc94406581	2026-08-30T10:57:04+01:00	01Paq2qyfEPUzcVQzCaLYnzR		0	0	0	30	68	0	0	0	0	2
85b6ecea59f0	2026-08-30T10:51:01+01:00	01Paq2qyfEPUzcVQzCaLYnzR		0	0	0	0	128	0	0	0	0	1
6b14730f733d	2026-08-30T10:45:56+01:00		Four of the review's five findings, fixed -- the fifth is the user's	41	60	34	0	0	0	0	0	0	3
d5e495cf1dab	2026-08-30T10:35:49+01:00	01SyxgdnsTvW7YoLQ3k4RK6a		0	0	0	2	0	0	9	0	0	2
f1af6a0c5a44	2026-08-30T10:34:30+01:00	01SyxgdnsTvW7YoLQ3k4RK6a		0	0	0	0	41	0	0	0	0	1
350349321748	2026-08-30T10:33:43+01:00	01SyxgdnsTvW7YoLQ3k4RK6a		0	0	0	1	147	47	8	0	0	4
1f0f0379afd3	2026-08-30T10:03:05+01:00		Recover an adversarial review that reported zero findings while dying	0	0	0	0	0	79	0	0	0	3
3a225ec2a84b	2026-08-26T12:51:44+01:00	01SyxgdnsTvW7YoLQ3k4RK6a		0	0	0	18	0	46	0	0	0	3
31c5524e3fca	2026-08-26T12:46:26+01:00	01SyxgdnsTvW7YoLQ3k4RK6a		0	0	23	0	0	35	0	0	0	2
284a4f56c35b	2026-08-26T12:44:14+01:00	01TeuvfcEM7XYFKYjm4bhrzG		0	0	34	0	0	55	0	0	0	3
ec73b1ff3200	2026-08-26T12:40:26+01:00		VERIFICATION.md: a section for renames, and the counts come OUT rather than get fixed	0	14	0	68	0	0	0	0	0	2
3e31cca85159	2026-08-26T12:39:42+01:00	01TeuvfcEM7XYFKYjm4bhrzG		0	0	3	0	0	0	0	0	0	1
a54b304a89ff	2026-08-26T12:37:55+01:00	01SyxgdnsTvW7YoLQ3k4RK6a		0	0	0	0	0	51	0	0	0	4
6809cf89b5fc	2026-08-26T12:36:41+01:00	01TeuvfcEM7XYFKYjm4bhrzG		0	22	17	1	0	0	0	0	0	4
490984849a80	2026-08-26T12:35:58+01:00	01TeuvfcEM7XYFKYjm4bhrzG		0	2	99	2	0	20	0	0	0	5
f17abf21cdc4	2026-08-26T12:30:24+01:00	01SyxgdnsTvW7YoLQ3k4RK6a		0	0	0	29	0	30	0	0	0	2
065f13321b9c	2026-08-26T12:30:11+01:00		The battery found a coverage regression I caused, and something worse under it	0	83	42	0	0	0	0	0	0	2
d809a7140815	2026-08-26T12:29:34+01:00	01TeuvfcEM7XYFKYjm4bhrzG		0	95	76	3	0	8	0	0	0	6
be39dd44072b	2026-08-26T08:43:41+01:00	01TeuvfcEM7XYFKYjm4bhrzG		0	22	20	26	0	77	0	0	0	6
f7d16e3cea69	2026-08-26T08:37:25+01:00	01TeuvfcEM7XYFKYjm4bhrzG		0	18	41	0	0	0	0	0	0	3
dc97a4cf0289	2026-08-26T08:35:40+01:00	01TeuvfcEM7XYFKYjm4bhrzG		0	372	91	0	0	0	0	0	0	2
fbf17da8f294	2026-08-26T08:33:13+01:00	01SyxgdnsTvW7YoLQ3k4RK6a		0	0	0	0	39	28	0	0	0	2
bb2fe8fbabca	2026-08-26T08:32:40+01:00	01TeuvfcEM7XYFKYjm4bhrzG		0	0	923	0	0	0	0	0	0	1
2aaf520432ed	2026-08-26T08:32:35+01:00		S16/S19: a rename chain is now ordered so the database will accept it	131	309	84	0	0	0	0	0	0	4
c284b03eef30	2026-08-26T08:27:56+01:00	01SyxgdnsTvW7YoLQ3k4RK6a		0	0	0	4	6	42	0	0	0	6
11d268e5a5c6	2026-08-26T08:22:08+01:00	01SyxgdnsTvW7YoLQ3k4RK6a		0	0	0	0	49	27	2	0	0	3
3424f5ea1b92	2026-08-26T08:13:23+01:00		Two counted paragraphs, dictated by the planner and pasted unchanged	0	0	2	51	0	0	0	0	0	2
c11164596eed	2026-08-26T08:11:13+01:00	01SyxgdnsTvW7YoLQ3k4RK6a		0	0	0	58	24	40	4	0	0	8
a18225bf941c	2026-08-26T08:03:40+01:00	01TsqGFu2czWpSFXoD5bUPFG		0	0	0	0	0	33	0	0	0	1
f6db2f49c3f1	2026-08-26T08:03:04+01:00		Fragments for D-35 layer 2 -- one changelog entry pair, one retrospective	0	0	0	0	0	60	0	0	0	2
53c908ea1b1f	2026-08-26T07:59:56+01:00	01SyxgdnsTvW7YoLQ3k4RK6a		0	0	2	19	0	0	0	0	0	2
d15df03f8d5f	2026-08-26T07:59:39+01:00		Mutation and review: 54 killed, and I caught myself running the piped gate	0	0	13	0	0	0	0	0	0	1
16362877d8e9	2026-08-26T07:55:00+01:00		D-35 layer 2: the hold marker becomes a check, in the direction nothing could see	0	227	383	8	0	0	0	0	0	7
38df3bd9ad2d	2026-08-26T07:53:25+01:00	01TsqGFu2czWpSFXoD5bUPFG		0	0	0	0	0	57	0	0	0	1
3fc33fad7c68	2026-08-26T07:52:29+01:00	01SyxgdnsTvW7YoLQ3k4RK6a		0	0	0	0	23	10	6	0	0	3
ef1465a50d84	2026-08-26T07:46:28+01:00	01SyxgdnsTvW7YoLQ3k4RK6a		0	0	0	8	33	13	4	0	0	7
bb56fbd7143a	2026-08-26T07:44:10+01:00	01TsqGFu2czWpSFXoD5bUPFG		0	0	26	0	0	6	0	0	0	2
91df574fafb2	2026-08-26T07:42:27+01:00		Re-review found the citation class inside the fix for the citation class	0	0	14	0	0	72	0	0	0	3
027c886b61d9	2026-08-26T07:37:33+01:00		Adversarial review: a test of this gate had the escape hatch the gate removes	0	22	36	2	0	0	0	0	0	4
29856b908ae4	2026-08-26T07:36:44+01:00	01SyxgdnsTvW7YoLQ3k4RK6a		0	0	11	4	144	82	32	0	0	9
9d1ea19b589f	2026-08-26T07:34:48+01:00		Mutation pass: 40 mutants, 40 killed -- and one kill was for the wrong reason	0	0	13	0	0	0	0	0	0	1
224cac38549f	2026-08-26T07:31:46+01:00		make release-check gated rather than printed -- and each leg watched red	0	251	337	8	0	0	0	0	0	6
16146f12813c	2026-08-26T06:30:58+01:00	015PErs1nSFzuHurQ9xWXbVx		0	0	0	0	8	0	5	0	0	3
84bbe81639ed	2026-08-26T06:14:21+01:00	015PErs1nSFzuHurQ9xWXbVx		0	0	0	8	35	2	7	0	0	8
376481e2971c	2026-08-26T05:57:48+01:00	015PErs1nSFzuHurQ9xWXbVx		0	0	0	0	20	0	0	0	0	1
aaf8318218a3	2026-08-26T05:44:17+01:00	015PErs1nSFzuHurQ9xWXbVx		0	0	0	4	51	0	5	0	0	4
0dc4af3ea54f	2026-08-26T05:32:34+01:00		S17 was fixed by the increment that reported it open, and two sentences were false	12	28	0	0	0	34	0	0	0	4
2216216d67f4	2026-08-26T05:28:39+01:00	015PErs1nSFzuHurQ9xWXbVx		0	0	0	0	25	12	0	0	0	2
a309488ad244	2026-08-26T05:14:25+01:00	015PErs1nSFzuHurQ9xWXbVx		0	0	0	0	40	0	0	0	0	1
7365bee27a7d	2026-08-26T05:08:37+01:00	015PErs1nSFzuHurQ9xWXbVx		0	0	0	46	12	0	13	0	0	8
10e3123f1715	2026-08-26T05:03:05+01:00		"""Free, within noise"" was noise. The check costs 12-17%."	0	0	0	0	0	29	0	0	0	1
b6f0487299f9	2026-08-26T04:59:35+01:00		The planner-dictated section on reading a SURVIVED row	0	0	20	0	0	0	0	0	0	1
57f19b03c60e	2026-08-26T04:58:25+01:00	015PErs1nSFzuHurQ9xWXbVx		0	0	0	4	68	0	5	0	0	3
e0896fe62ff1	2026-08-26T04:48:32+01:00		The gate said EXIT=1 while its notification said 0, and a claim I had dropped turns out true	0	49	0	0	0	9	0	0	0	2
e3bb923efbe5	2026-08-26T04:45:34+01:00		The check said OK over a lost document, and two clauses nothing pinned	35	63	44	0	0	0	0	0	0	5
68eb26a9f361	2026-08-26T04:42:12+01:00	015PErs1nSFzuHurQ9xWXbVx		0	0	0	27	64	8	10	0	0	13
60cac0eb7d03	2026-08-26T00:27:58+01:00	01TsqGFu2czWpSFXoD5bUPFG		0	8	1	0	0	0	0	0	0	2
a2acfe578140	2026-08-26T00:25:20+01:00		DO NOT LAND THE PREVIOUS COMMIT — it regressed a loud failure into a silent one	37	127	37	0	0	53	0	0	0	6
7b75881dda34	2026-08-26T00:23:49+01:00	01TsqGFu2czWpSFXoD5bUPFG		0	40	0	0	0	0	0	0	0	1
681e7329bc3f	2026-08-26T00:18:44+01:00	01TsqGFu2czWpSFXoD5bUPFG		0	260	494	0	0	16	0	0	0	3
8da6fca16135	2026-08-26T00:12:47+01:00	015PErs1nSFzuHurQ9xWXbVx		0	0	0	4	56	0	9	0	0	3
14e0815ab3ee	2026-08-25T23:56:07+01:00		Churn numbers the planner measured, replacing ones nobody had run	0	0	7	0	0	0	0	0	0	1
bc980d8b4025	2026-08-25T23:55:13+01:00		The adversarial pass found the writer I missed, and it had a control	75	33	30	0	0	0	0	0	0	3
1539ad97af02	2026-08-25T23:53:50+01:00	015PErs1nSFzuHurQ9xWXbVx		0	0	0	22	52	20	0	0	0	5
e011379359dd	2026-08-25T20:00:41+01:00		Timed it rather than claiming it: the check is free	0	0	0	0	0	17	0	0	0	1
979da3fed09c	2026-08-25T19:56:35+01:00		The mutation pass, and the two survivors that were one blind spot	0	65	143	0	0	71	0	0	0	8
988446c8832f	2026-08-25T19:56:06+01:00	015PErs1nSFzuHurQ9xWXbVx		0	0	0	0	0	78	0	0	0	2
9a7d7b431e21	2026-08-25T19:53:36+01:00	015PErs1nSFzuHurQ9xWXbVx		0	0	0	32	66	0	11	0	0	5
cd9f00986a87	2026-08-25T19:49:18+01:00		S2: a plan that retires an id it also adopts, and a doctor that could not see it	86	266	0	0	0	0	0	0	0	5
f3e4ced7329a	2026-08-25T19:46:27+01:00	015PErs1nSFzuHurQ9xWXbVx		0	0	0	36	84	0	0	0	0	6
cbf6fe66d9a7	2026-08-25T19:43:11+01:00	015PErs1nSFzuHurQ9xWXbVx		0	0	0	0	102	0	1	0	0	4
1a27c46ff64d	2026-08-25T19:40:08+01:00		WIP: S2 rework — pairing stops retiring an id the same plan adopts	194	0	0	0	0	0	0	0	0	3
b6457d0464d9	2026-08-25T19:39:39+01:00	015PErs1nSFzuHurQ9xWXbVx		0	0	0	67	0	0	0	0	0	1
76c053144573	2026-08-25T19:23:50+01:00	015PErs1nSFzuHurQ9xWXbVx		0	0	0	2	0	0	5	0	0	2
74cb3aa0cdee	2026-08-25T19:22:07+01:00	015PErs1nSFzuHurQ9xWXbVx		0	0	0	0	37	0	0	0	0	1
ee914bd0fc00	2026-08-25T19:18:54+01:00	015PErs1nSFzuHurQ9xWXbVx		0	0	0	7	48	0	7	0	0	4
7961b89e5514	2026-08-25T19:09:17+01:00	015PErs1nSFzuHurQ9xWXbVx		0	0	0	2	0	0	0	0	0	1
430c477ddd24	2026-08-25T19:06:33+01:00	015PErs1nSFzuHurQ9xWXbVx		0	0	0	7	1009	0	0	0	0	3
960653a41763	2026-08-25T14:35:15+01:00	015PErs1nSFzuHurQ9xWXbVx		0	0	0	0	31	0	0	0	0	2
8f05e731995c	2026-08-25T14:34:21+01:00	015PErs1nSFzuHurQ9xWXbVx		0	0	0	0	201	0	0	0	0	17
93cef3e78295	2026-08-25T14:12:07+01:00	015PErs1nSFzuHurQ9xWXbVx		0	0	0	13	16	0	0	0	0	4
24953975b264	2026-08-25T14:08:27+01:00	015PErs1nSFzuHurQ9xWXbVx		0	0	0	26	0	0	0	0	0	3
da91d5966291	2026-08-25T14:03:24+01:00	015PErs1nSFzuHurQ9xWXbVx		0	0	0	38	6	0	8	0	0	3
5ba4aacdc5a0	2026-08-25T13:55:13+01:00	015PErs1nSFzuHurQ9xWXbVx		0	0	0	3	576	0	0	0	0	3
c770c0fae571	2026-08-25T13:51:05+01:00	015PErs1nSFzuHurQ9xWXbVx		0	0	0	54	6	0	0	0	0	3
1b93caf64cde	2026-08-25T13:42:40+01:00	015PErs1nSFzuHurQ9xWXbVx		0	0	0	9	0	0	16	0	0	2
d23f1b441de3	2026-08-25T13:41:47+01:00	015PErs1nSFzuHurQ9xWXbVx		0	0	0	0	145	0	0	0	0	1
3263b6ef0344	2026-08-25T13:40:02+01:00	015PErs1nSFzuHurQ9xWXbVx		0	0	0	11	170	0	0	0	0	2
fb601a3ea2c3	2026-08-25T09:50:56+01:00	015PErs1nSFzuHurQ9xWXbVx		0	0	0	9	84	0	0	0	0	3
d3a8f681afb2	2026-08-25T09:40:23+01:00	015PErs1nSFzuHurQ9xWXbVx		2	0	0	213	0	158	0	24	0	8
316f5373c88a	2026-08-25T09:36:44+01:00	015PErs1nSFzuHurQ9xWXbVx		0	0	0	8	33	0	4	0	0	4
a5b69ab68876	2026-08-25T09:26:20+01:00	015PErs1nSFzuHurQ9xWXbVx		0	0	0	9	0	0	0	0	0	1
b9b666b0051e	2026-08-25T09:23:03+01:00	015PErs1nSFzuHurQ9xWXbVx		0	0	0	0	25	17	0	0	0	2
ed761c315462	2026-08-25T09:18:23+01:00	01Vkm3r4LfuZZxMRzQfZNwqd		15	17	0	0	0	62	0	0	0	4
56e06f88f4a2	2026-08-25T09:13:13+01:00	01Vkm3r4LfuZZxMRzQfZNwqd		112	154	0	0	0	0	0	0	0	3
d01bb9e50d7a	2026-08-25T09:10:59+01:00	015PErs1nSFzuHurQ9xWXbVx		0	0	0	0	0	0	22	0	0	1
0b25f79d704e	2026-08-25T09:05:38+01:00	015PErs1nSFzuHurQ9xWXbVx		0	0	0	21	360	79	0	0	0	5
733374e955e7	2026-08-25T02:09:44+01:00		0.30.2 verified from the index, and a hazard the pipe hid	0	0	0	44	0	0	0	0	0	3
97b7c44cd917	2026-08-25T02:03:32+01:00		Fold the diagnostic fix into the untagged 0.30.2	0	0	0	56	0	63	0	9	0	4
7eb2df554857	2026-08-25T01:56:46+01:00	01W2fDFsLknENRhbGMmDWQjN		0	0	0	7	0	15	0	0	0	2
c1d28a1f2b02	2026-08-25T01:53:58+01:00	01W2fDFsLknENRhbGMmDWQjN		0	0	0	2	0	48	0	0	0	3
58acf8b1410d	2026-08-25T01:52:55+01:00	01W2fDFsLknENRhbGMmDWQjN		10	69	19	0	0	0	0	0	0	4
f3c68645300d	2026-08-25T01:49:42+01:00		Release 0.30.2 — the check that was not git	2	0	0	379	0	317	0	30	0	8
1e389f3a0578	2026-08-25T01:43:40+01:00	01W2fDFsLknENRhbGMmDWQjN		0	2	0	17	0	10	0	0	0	4
ae41f2c71c64	2026-08-25T01:39:36+01:00	01W2fDFsLknENRhbGMmDWQjN		0	0	0	0	0	23	0	0	0	1
c9ae1b04f92d	2026-08-25T01:37:55+01:00	01W2fDFsLknENRhbGMmDWQjN		33	51	16	1	0	0	0	0	0	5
60d4f93c833b	2026-08-25T01:33:47+01:00	01W2fDFsLknENRhbGMmDWQjN		0	13	0	0	0	0	0	0	0	1
1cb444ae4cc1	2026-08-25T01:32:51+01:00	01W2fDFsLknENRhbGMmDWQjN		0	0	0	0	0	96	0	0	0	2
e68c26340b98	2026-08-25T01:31:44+01:00	01W2fDFsLknENRhbGMmDWQjN		0	23	0	0	0	0	0	0	0	1
d9498fa72d82	2026-08-25T01:30:48+01:00	01W2fDFsLknENRhbGMmDWQjN		203	98	89	6	0	0	0	0	0	4
1ffa5b4bad08	2026-08-25T01:27:10+01:00		A sweep for one direction of error is blind to its mirror	0	0	0	0	0	41	0	0	0	1
2ec324eeed84	2026-08-25T01:25:28+01:00	01W2fDFsLknENRhbGMmDWQjN		0	0	0	10	0	0	0	0	0	1
8d09229d624c	2026-08-25T01:22:21+01:00	01W2fDFsLknENRhbGMmDWQjN		0	21	19	0	0	0	0	0	0	3
e58e7df16a3e	2026-08-25T01:15:54+01:00		Two precedents that agreed, and the three that refuted them	0	0	0	0	0	105	0	0	0	1
24c13d2f20c0	2026-08-25T01:15:15+01:00	01W2fDFsLknENRhbGMmDWQjN		0	0	0	0	0	84	0	0	0	2
23b6f4f748f4	2026-08-25T01:13:42+01:00	01W2fDFsLknENRhbGMmDWQjN		0	19	0	0	0	0	0	0	0	1
9096350db2c6	2026-08-25T01:11:49+01:00		0.30.1 verified from the index, and a row that had gone stale twice	0	0	0	24	0	0	0	0	0	2
8dc7190d7855	2026-08-25T01:11:32+01:00	01W2fDFsLknENRhbGMmDWQjN		0	0	6	0	0	0	0	0	0	1
8ab601715d12	2026-08-25T01:11:17+01:00	01W2fDFsLknENRhbGMmDWQjN		24	0	18	0	0	0	0	0	0	2
6ca42f127210	2026-08-25T01:10:07+01:00	01W2fDFsLknENRhbGMmDWQjN		0	0	83	0	0	0	0	0	0	1
08a1c52ccded	2026-08-25T01:08:31+01:00	01W2fDFsLknENRhbGMmDWQjN		80	109	0	0	0	0	0	0	0	2
cbfbca360d35	2026-08-25T01:05:09+01:00		Release 0.30.1 — the assembled document nobody read	2	0	0	83	0	0	0	9	0	6
51a34bb04142	2026-08-24T04:07:00+01:00		Splice the seven owed fragments into the two assembled documents	0	0	0	224	0	278	0	65	0	9
3224df9016a5	2026-08-24T01:36:52+01:00	01VTzC7M9qfk5ndmQahM8yFd		0	0	0	31	113	12	16	0	0	8
e7b2d9104f0f	2026-08-24T01:27:52+01:00	01W2fDFsLknENRhbGMmDWQjN		0	0	23	0	0	25	0	0	0	3
b05e70150a5f	2026-08-24T01:23:54+01:00	01W2fDFsLknENRhbGMmDWQjN		0	0	0	0	0	49	0	0	0	1
9718aaaf8d95	2026-08-24T01:17:43+01:00	01VTzC7M9qfk5ndmQahM8yFd		0	0	0	8	0	43	0	59	0	4
0f7fbaf061ba	2026-08-24T01:17:42+01:00	01W2fDFsLknENRhbGMmDWQjN		0	0	0	0	0	27	0	0	0	1
e312ae992ec9	2026-08-24T01:16:58+01:00	01W2fDFsLknENRhbGMmDWQjN		0	43	34	0	0	0	0	0	0	3
20664178f606	2026-08-23T20:40:28+01:00	01W2fDFsLknENRhbGMmDWQjN		0	0	0	0	0	10	0	0	0	1
840e0207854b	2026-08-23T20:39:55+01:00	01W2fDFsLknENRhbGMmDWQjN		0	38	78	0	0	0	0	0	0	3
